variable,name,description,behaviour,computed_at_runtime_or_static
template.is_entity,template is entity,Boolean flag indicating whether the current item is entity.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
template.is_resource,template is resource,Boolean flag indicating whether the current item is resource.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
template.has_prefix,template has prefix,Boolean flag indicating whether prefix is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
template.has_suffix,template has suffix,Boolean flag indicating whether suffix is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
template.has_description,template has description,Boolean flag indicating whether description is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
template.has_output_folder,template has output folder,Boolean flag indicating whether output folder is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
template.has_file.name,template has file name,Boolean flag indicating whether file name is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
template.is_typescript,template is typescript,Boolean flag indicating whether the current item is typescript.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
template.is_handlebars,template is handlebars,Boolean flag indicating whether the current item is handlebars.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
render.entity,render entity,The current entity context being rendered.,Object alias to entity for template rendering.,computed_runtime
render.template,render template,The current template context being rendered.,Object alias to template for template-aware templates.,computed_runtime
render.output.path,render output path,Current output file path.,Path fact supplied by the generator; template authors choose the import syntax.,computed_runtime
render.output.folder,render output folder,Current output folder.,Computed per template render.,computed_runtime
render.output.file.name,render output file name,Current output file name.,Computed per template render.,computed_runtime
render.is_dry_run,render is dry run,Boolean flag indicating whether the current item is dry run.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
render.will_overwrite,render will overwrite,Whether target file will overwrite an existing file.,Boolean computed during planning.,computed_runtime
render.exists,render exists,Whether target file already exists.,Boolean computed during planning.,computed_runtime
diagnostics.array.warnings,diagnostics array warnings,Filtered collection view for warnings items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
diagnostics.array.errors,diagnostics array errors,Filtered collection view for errors items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
diagnostics.has_warnings,diagnostics has warnings,Boolean flag indicating whether warnings is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
